CMDLINE /Users/cconlon/anaconda3/bin/python3.7 2_Process_WRDS_Data.py
MEM 22960.898438 1593110208.5351
MEM 22960.898438 1593110208.6397
MEM 22960.898438 1593110208.7444
MEM 22960.898438 1593110208.8447
MEM 23069.921875 1593110208.9457
MEM 23275.519531 1593110209.0494
MEM 23482.066406 1593110209.1546
MEM 23691.718750 1593110209.2593
MEM 23890.195312 1593110209.3597
MEM 24088.300781 1593110209.4607
MEM 24283.996094 1593110209.5613
MEM 24486.761719 1593110209.6656
MEM 24683.109375 1593110209.7669
MEM 24895.476562 1593110209.8721
MEM 22972.828125 1593110209.9771
MEM 22960.898438 1593110210.0807
MEM 22960.898438 1593110210.1819
MEM 22960.898438 1593110210.2844
MEM 23063.132812 1593110210.3868
MEM 23277.835938 1593110210.4899
MEM 23501.433594 1593110210.5950
MEM 23732.335938 1593110210.7002
MEM 23948.914062 1593110210.8009
MEM 24168.714844 1593110210.9045
MEM 24399.472656 1593110211.0097
MEM 24628.375000 1593110211.1102
MEM 24856.457031 1593110211.2128
MEM 25110.921875 1593110211.3181
MEM 25376.824219 1593110211.4229
MEM 25639.277344 1593110211.5281
MEM 25907.062500 1593110211.6329
MEM 26168.308594 1593110211.7347
MEM 26427.078125 1593110211.8369
MEM 25985.277344 1593110211.9382
MEM 24685.312500 1593110212.0396
MEM 24685.312500 1593110212.1403
MEM 24685.312500 1593110212.2451
MEM 24685.312500 1593110212.3485
MEM 24685.312500 1593110212.4537
MEM 24685.312500 1593110212.5569
MEM 24685.312500 1593110212.6582
MEM 24685.312500 1593110212.7595
MEM 24685.312500 1593110212.8597
MEM 24685.312500 1593110212.9616
MEM 24685.312500 1593110213.0668
MEM 24685.312500 1593110213.1720
MEM 24685.312500 1593110213.2747
MEM 24708.566406 1593110213.3782
MEM 24958.003906 1593110213.4792
MEM 25193.351562 1593110213.5807
MEM 25442.867188 1593110213.6859
MEM 25694.824219 1593110213.7896
MEM 25919.683594 1593110213.8903
MEM 25456.011719 1593110213.9910
MEM 25694.093750 1593110214.0930
MEM 25929.781250 1593110214.1961
MEM 26165.824219 1593110214.3007
MEM 26387.675781 1593110214.4010
MEM 26599.898438 1593110214.5012
MEM 26816.476562 1593110214.6055
MEM 27026.238281 1593110214.7058
MEM 27237.605469 1593110214.8071
MEM 27477.792969 1593110214.9082
MEM 27716.445312 1593110215.0095
MEM 27946.375000 1593110215.1107
MEM 28183.671875 1593110215.2121
MEM 28415.968750 1593110215.3133
MEM 28647.894531 1593110215.4144
MEM 28887.402344 1593110215.5157
MEM 29123.718750 1593110215.6170
MEM 29354.628906 1593110215.7184
MEM 29579.429688 1593110215.8196
MEM 27979.007812 1593110215.9229
MEM 27487.488281 1593110216.0281
MEM 27487.488281 1593110216.1330
MEM 27487.488281 1593110216.2372
MEM 27487.488281 1593110216.3407
MEM 25763.074219 1593110216.4409
MEM 25883.273438 1593110216.5421
MEM 26137.691406 1593110216.6474
MEM 26387.652344 1593110216.7526
MEM 26616.054688 1593110216.8530
MEM 26841.046875 1593110216.9540
MEM 27056.363281 1593110217.0556
MEM 27265.687500 1593110217.1562
MEM 27475.375000 1593110217.2571
MEM 27693.050781 1593110217.3624
MEM 27908.832031 1593110217.4669
MEM 28158.156250 1593110217.5706
MEM 28408.507812 1593110217.6759
MEM 28657.906250 1593110217.7811
MEM 28903.527344 1593110217.8863
MEM 29142.101562 1593110217.9887
MEM 29388.015625 1593110218.0924
MEM 29621.722656 1593110218.1960
MEM 29848.625000 1593110218.2973
MEM 30075.519531 1593110218.4022
MEM 30295.773438 1593110218.5024
MEM 30121.214844 1593110218.6075
MEM 27750.144531 1593110218.7127
MEM 25978.625000 1593110218.8141
MEM 26050.406250 1593110218.9189
MEM 26190.867188 1593110219.0238
MEM 26354.265625 1593110219.1276
MEM 26526.964844 1593110219.2311
MEM 26654.046875 1593110219.3363
MEM 26654.046875 1593110219.4367
MEM 26654.046875 1593110219.5419
MEM 26654.046875 1593110219.6430
MEM 26844.515625 1593110219.7483
MEM 27084.699219 1593110219.8529
MEM 27332.050781 1593110219.9581
MEM 27562.898438 1593110220.0615
MEM 27806.828125 1593110220.1642
MEM 28050.484375 1593110220.2694
MEM 28267.460938 1593110220.3746
MEM 28477.835938 1593110220.4764
MEM 28696.417969 1593110220.5817
MEM 27657.566406 1593110220.6826
MEM 26438.496094 1593110220.7878
MEM 26438.496094 1593110220.8918
MEM 26438.496094 1593110220.9927
MEM 26438.609375 1593110221.0970
MEM 26438.687500 1593110221.2022
MEM 26438.687500 1593110221.3035
MEM 26438.687500 1593110221.4087
MEM 26438.687500 1593110221.5098
MEM 26438.687500 1593110221.6106
MEM 26438.687500 1593110221.7129
MEM 26438.687500 1593110221.8141
MEM 26438.687500 1593110221.9155
MEM 26532.898438 1593110222.0166
MEM 26759.960938 1593110222.1218
MEM 26978.734375 1593110222.2221
MEM 27204.812500 1593110222.3273
MEM 27416.246094 1593110222.4295
MEM 27625.457031 1593110222.5347
MEM 27827.687500 1593110222.6397
MEM 28028.273438 1593110222.7430
MEM 28231.269531 1593110222.8467
MEM 28430.515625 1593110222.9488
MEM 28600.871094 1593110223.0491
MEM 26447.449219 1593110223.1529
MEM 26638.394531 1593110223.2582
MEM 26854.148438 1593110223.3634
MEM 27057.445312 1593110223.4641
MEM 26447.449219 1593110223.5645
MEM 26447.449219 1593110223.6658
MEM 26527.894531 1593110223.7711
MEM 26747.105469 1593110223.8729
MEM 26973.777344 1593110223.9781
MEM 27191.113281 1593110224.0795
MEM 27407.890625 1593110224.1827
MEM 27638.199219 1593110224.2880
MEM 27851.031250 1593110224.3892
MEM 28081.558594 1593110224.4944
MEM 28301.593750 1593110224.5951
MEM 28520.460938 1593110224.6963
MEM 28762.671875 1593110224.8015
MEM 29026.402344 1593110224.9066
MEM 29271.433594 1593110225.0084
MEM 29518.679688 1593110225.1137
MEM 29770.687500 1593110225.2163
MEM 30015.480469 1593110225.3171
MEM 30256.613281 1593110225.4173
MEM 30496.515625 1593110225.5185
MEM 28761.054688 1593110225.6227
MEM 28396.785156 1593110225.7230
MEM 28396.785156 1593110225.8282
MEM 28396.785156 1593110225.9309
MEM 28396.785156 1593110226.0333
MEM 28396.785156 1593110226.1385
MEM 28495.812500 1593110226.2429
MEM 28709.707031 1593110226.3450
MEM 28931.535156 1593110226.4488
MEM 29043.421875 1593110226.5501
MEM 28396.785156 1593110226.6554
MEM 28396.785156 1593110226.7606
MEM 28396.785156 1593110226.8655
MEM 28396.785156 1593110226.9665
MEM 28396.785156 1593110227.0717
MEM 28445.902344 1593110227.1764
MEM 28612.343750 1593110227.2817
MEM 28612.343750 1593110227.3838
MEM 28746.238281 1593110227.4891
MEM 28827.890625 1593110227.5935
MEM 28827.890625 1593110227.6966
MEM 28915.371094 1593110227.7979
MEM 29043.437500 1593110227.8983
MEM 29043.437500 1593110228.0010
MEM 28403.437500 1593110228.1053
MEM 26241.261719 1593110228.2106
MEM 26244.980469 1593110228.3108
MEM 26487.304688 1593110228.4120
MEM 26731.824219 1593110228.5167
MEM 26964.570312 1593110228.6180
MEM 27221.886719 1593110228.7232
MEM 27469.117188 1593110228.8284
MEM 27015.054688 1593110228.9308
MEM 27257.851562 1593110229.0353
MEM 27492.730469 1593110229.1397
MEM 27728.562500 1593110229.2426
MEM 27964.718750 1593110229.3453
MEM 28189.613281 1593110229.4505
MEM 28399.628906 1593110229.5507
MEM 28616.710938 1593110229.6536
MEM 28834.332031 1593110229.7559
MEM 29053.675781 1593110229.8611
MEM 29298.484375 1593110229.9630
MEM 29536.304688 1593110230.0654
MEM 29780.074219 1593110230.1680
MEM 30020.636719 1593110230.2733
MEM 30260.640625 1593110230.3747
MEM 30506.984375 1593110230.4799
MEM 30744.683594 1593110230.5842
MEM 30975.187500 1593110230.6848
MEM 31216.132812 1593110230.7900
MEM 31455.816406 1593110230.8952
MEM 31245.882812 1593110230.9964
MEM 29317.929688 1593110231.0981
MEM 29520.914062 1593110231.2033
MEM 29711.007812 1593110231.3086
MEM 29845.332031 1593110231.4138
MEM 30015.703125 1593110231.5185
MEM 30209.222656 1593110231.6212
MEM 30382.484375 1593110231.7259
MEM 30525.460938 1593110231.8311
MEM 30552.164062 1593110231.9349
MEM 29905.527344 1593110232.0359
MEM 29905.527344 1593110232.1397
MEM 29649.527344 1593110232.2449
MEM 27965.625000 1593110232.3466
MEM 28148.351562 1593110232.4488
MEM 28394.941406 1593110232.5539
MEM 28643.101562 1593110232.6577
MEM 28892.316406 1593110232.7629
MEM 29109.164062 1593110232.8643
MEM 29326.554688 1593110232.9693
MEM 29537.882812 1593110233.0718
MEM 29745.214844 1593110233.1726
MEM 29960.785156 1593110233.2778
MEM 30163.515625 1593110233.3790
MEM 30370.945312 1593110233.4802
MEM 30612.664062 1593110233.5854
MEM 30842.160156 1593110233.6858
MEM 31081.207031 1593110233.7886
MEM 31312.441406 1593110233.8891
MEM 31542.062500 1593110233.9896
MEM 31765.890625 1593110234.0915
MEM 31993.718750 1593110234.1927
MEM 32216.007812 1593110234.2931
MEM 32450.339844 1593110234.3969
MEM 32686.906250 1593110234.5021
MEM 32916.394531 1593110234.6026
MEM 33133.476562 1593110234.7028
MEM 30552.160156 1593110234.8037
MEM 28181.167969 1593110234.9047
MEM 28231.136719 1593110235.0074
MEM 28392.253906 1593110235.1123
MEM 28556.613281 1593110235.2140
MEM 28719.933594 1593110235.3143
MEM 28887.640625 1593110235.4168
MEM 28963.117188 1593110235.5186
MEM 28963.117188 1593110235.6198
MEM 28963.117188 1593110235.7241
MEM 28963.117188 1593110235.8244
MEM 28963.117188 1593110235.9252
MEM 29118.074219 1593110236.0283
MEM 29308.003906 1593110236.1287
MEM 29460.980469 1593110236.2298
MEM 29653.339844 1593110236.3306
MEM 29863.296875 1593110236.4358
MEM 30076.480469 1593110236.5386
MEM 30287.515625 1593110236.6398
MEM 30503.175781 1593110236.7423
MEM 30717.257812 1593110236.8450
MEM 30918.304688 1593110236.9455
MEM 31132.742188 1593110237.0486
MEM 31206.109375 1593110237.1498
MEM 29414.109375 1593110237.2512
MEM 28747.574219 1593110237.3550
MEM 28914.351562 1593110237.4602
MEM 29114.757812 1593110237.5654
MEM 29264.191406 1593110237.6661
MEM 29394.742188 1593110237.7705
MEM 29528.851562 1593110237.8758
MEM 29695.148438 1593110237.9806
MEM 29883.531250 1593110238.0825
MEM 30068.542969 1593110238.1873
MEM 30209.125000 1593110238.2925
MEM 30344.507812 1593110238.3933
MEM 30471.933594 1593110238.4985
MEM 30471.933594 1593110238.5988
MEM 30471.933594 1593110238.7022
MEM 29609.753906 1593110238.8035
MEM 29609.753906 1593110238.9041
MEM 29609.753906 1593110239.0048
MEM 28963.117188 1593110239.1073
MEM 28963.117188 1593110239.2087
MEM 28963.117188 1593110239.3098
MEM 28963.117188 1593110239.4110
MEM 28963.117188 1593110239.5122
MEM 28963.117188 1593110239.6136
MEM 28963.117188 1593110239.7148
MEM 28963.117188 1593110239.8160
MEM 28963.117188 1593110239.9172
MEM 28963.117188 1593110240.0187
MEM 28963.117188 1593110240.1198
MEM 28963.117188 1593110240.2248
MEM 28963.117188 1593110240.3299
MEM 28963.117188 1593110240.4347
MEM 28963.117188 1593110240.5361
MEM 28963.117188 1593110240.6375
MEM 28963.117188 1593110240.7386
MEM 28963.117188 1593110240.8398
MEM 28963.117188 1593110240.9430
MEM 28963.117188 1593110241.0482
MEM 28963.117188 1593110241.1534
MEM 28963.136719 1593110241.2549
MEM 28963.136719 1593110241.3561
MEM 28963.136719 1593110241.4585
MEM 28963.136719 1593110241.5595
MEM 28963.136719 1593110241.6598
MEM 28963.136719 1593110241.7622
MEM 28963.136719 1593110241.8635
MEM 28963.136719 1593110241.9648
MEM 28963.136719 1593110242.0699
MEM 28963.136719 1593110242.1751
MEM 28963.136719 1593110242.2798
MEM 28963.136719 1593110242.3849
MEM 28963.136719 1593110242.4901
MEM 28963.136719 1593110242.5940
MEM 28963.136719 1593110242.6981
MEM 28963.136719 1593110242.7995
MEM 28963.136719 1593110242.9041
MEM 28997.960938 1593110243.0062
MEM 29189.265625 1593110243.1114
MEM 29383.140625 1593110243.2166
MEM 29522.511719 1593110243.3172
MEM 29609.773438 1593110243.4189
MEM 29609.781250 1593110243.5219
MEM 29609.785156 1593110243.6227
MEM 28747.605469 1593110243.7279
MEM 28747.605469 1593110243.8323
MEM 28747.605469 1593110243.9336
MEM 28491.855469 1593110244.0348
MEM 28236.367188 1593110244.1361
MEM 28236.367188 1593110244.2373
MEM 27605.500000 1593110244.3386
MEM 27840.847656 1593110244.4411
MEM 28085.550781 1593110244.5460
MEM 28327.128906 1593110244.6512
MEM 28562.320312 1593110244.7549
MEM 28798.160156 1593110244.8560
MEM 29034.203125 1593110244.9573
MEM 29261.621094 1593110245.0580
MEM 29492.621094 1593110245.1595
MEM 29725.011719 1593110245.2611
MEM 29745.187500 1593110245.3623
MEM 29745.187500 1593110245.4638
MEM 29745.187500 1593110245.5640
MEM 28209.187500 1593110245.6656
MEM 26515.558594 1593110245.7660
MEM 24811.984375 1593110245.8699
MEM 24818.242188 1593110245.9704
MEM 24804.382812 1593110246.0706
MEM 24794.464844 1593110246.1714
MEM 24874.183594 1593110246.2720
MEM 24851.031250 1593110246.3732
MEM 24851.195312 1593110246.4737
MEM 24851.199219 1593110246.5773
MEM 24851.210938 1593110246.6788
MEM 24851.210938 1593110246.7798
MEM 24851.210938 1593110246.8810
MEM 24851.226562 1593110246.9823
MEM 24851.234375 1593110247.0872
MEM 24851.234375 1593110247.1901
MEM 24851.238281 1593110247.2953
MEM 24851.238281 1593110247.3987
MEM 24851.238281 1593110247.4999
MEM 24851.238281 1593110247.6012
MEM 24851.238281 1593110247.7026
MEM 24851.238281 1593110247.8039
MEM 24851.058594 1593110247.9048
MEM 24851.238281 1593110248.0059
MEM 24851.238281 1593110248.1074
MEM 24851.238281 1593110248.2076
MEM 24851.238281 1593110248.3098
MEM 24851.246094 1593110248.4104
MEM 24851.246094 1593110248.5120
MEM 24851.246094 1593110248.6138
MEM 24851.246094 1593110248.7148
MEM 24851.246094 1593110248.8161
MEM 24851.246094 1593110248.9199
MEM 24851.246094 1593110249.0251
MEM 24851.246094 1593110249.1299
MEM 24851.246094 1593110249.2324
MEM 24851.246094 1593110249.3362
MEM 24851.246094 1593110249.4409
MEM 24851.246094 1593110249.5461
MEM 24851.246094 1593110249.6474
MEM 24851.246094 1593110249.7499
MEM 24851.246094 1593110249.8504
MEM 24851.246094 1593110249.9524
MEM 24851.246094 1593110250.0537
MEM 24851.246094 1593110250.1542
MEM 24851.246094 1593110250.2563
MEM 24851.246094 1593110250.3618
MEM 24851.246094 1593110250.4670
MEM 24851.246094 1593110250.5712
MEM 24851.246094 1593110250.6726
MEM 24851.246094 1593110250.7728
MEM 24851.246094 1593110250.8736
MEM 24851.476562 1593110250.9747
MEM 24851.503906 1593110251.0774
MEM 24851.503906 1593110251.1783
MEM 24851.503906 1593110251.2826
MEM 24851.503906 1593110251.3829
MEM 24851.503906 1593110251.4849
MEM 24851.503906 1593110251.5852
MEM 24851.503906 1593110251.6904
MEM 24851.503906 1593110251.7916
MEM 24851.503906 1593110251.8968
MEM 24851.503906 1593110251.9999
MEM 24851.503906 1593110252.1011
MEM 24851.503906 1593110252.2024
MEM 24851.503906 1593110252.3036
MEM 24851.503906 1593110252.4050
MEM 24851.503906 1593110252.5062
MEM 24851.503906 1593110252.6090
MEM 24851.503906 1593110252.7094
MEM 24851.503906 1593110252.8097
MEM 24851.503906 1593110252.9112
MEM 24851.503906 1593110253.0124
MEM 24851.503906 1593110253.1137
MEM 24851.503906 1593110253.2146
MEM 24851.503906 1593110253.3198
MEM 24851.503906 1593110253.4201
MEM 24851.503906 1593110253.5250
MEM 24851.503906 1593110253.6291
MEM 24851.503906 1593110253.7324
MEM 24851.503906 1593110253.8337
MEM 24851.503906 1593110253.9389
MEM 24851.503906 1593110254.0414
MEM 24851.503906 1593110254.1463
MEM 24851.503906 1593110254.2499
MEM 24851.503906 1593110254.3551
MEM 24851.503906 1593110254.4564
MEM 24851.503906 1593110254.5588
MEM 24851.503906 1593110254.6592
MEM 24851.503906 1593110254.7618
MEM 24851.503906 1593110254.8647
MEM 24851.503906 1593110254.9660
MEM 24851.503906 1593110255.0686
MEM 24851.503906 1593110255.1701
MEM 24851.503906 1593110255.2718
MEM 24851.503906 1593110255.3764
MEM 24851.503906 1593110255.4816
MEM 24851.503906 1593110255.5829
MEM 24851.503906 1593110255.6881
MEM 24851.503906 1593110255.7912
MEM 24851.503906 1593110255.8926
MEM 24851.503906 1593110255.9939
MEM 24851.503906 1593110256.0951
MEM 24851.503906 1593110256.1963
MEM 24851.503906 1593110256.2977
MEM 24851.503906 1593110256.4029
MEM 24851.503906 1593110256.5081
MEM 24851.503906 1593110256.6125
MEM 24851.503906 1593110256.7131
MEM 24851.503906 1593110256.8152
MEM 24851.503906 1593110256.9163
MEM 24851.503906 1593110257.0177
MEM 24851.503906 1593110257.1183
MEM 24851.503906 1593110257.2193
MEM 24851.503906 1593110257.3212
MEM 24851.500000 1593110257.4225
MEM 24851.503906 1593110257.5237
MEM 24851.503906 1593110257.6273
MEM 24851.503906 1593110257.7295
MEM 24851.503906 1593110257.8327
MEM 24851.503906 1593110257.9337
MEM 24851.503906 1593110258.0342
MEM 24851.503906 1593110258.1344
MEM 24851.503906 1593110258.2346
MEM 24851.503906 1593110258.3355
MEM 24851.503906 1593110258.4392
MEM 24851.503906 1593110258.5394
MEM 24851.503906 1593110258.6423
MEM 24851.503906 1593110258.7425
MEM 24850.886719 1593110258.8437
MEM 24851.503906 1593110258.9439
MEM 24851.503906 1593110259.0441
MEM 24851.503906 1593110259.1492
MEM 24851.503906 1593110259.2495
MEM 24851.503906 1593110259.3517
MEM 24851.503906 1593110259.4542
MEM 24851.503906 1593110259.5564
MEM 24851.503906 1593110259.6598
MEM 24851.503906 1593110259.7621
MEM 24851.503906 1593110259.8643
MEM 24851.503906 1593110259.9690
MEM 24851.503906 1593110260.0742
MEM 24851.503906 1593110260.1764
MEM 24851.503906 1593110260.2801
MEM 24851.503906 1593110260.3802
MEM 24851.503906 1593110260.4813
MEM 24851.503906 1593110260.5852
MEM 24851.500000 1593110260.6871
MEM 24851.503906 1593110260.7923
MEM 24851.503906 1593110260.8946
MEM 24851.503906 1593110260.9970
MEM 24851.503906 1593110261.1013
MEM 24851.503906 1593110261.2065
MEM 24851.503906 1593110261.3117
MEM 24851.503906 1593110261.4163
MEM 24851.503906 1593110261.5181
MEM 24851.503906 1593110261.6186
MEM 24851.503906 1593110261.7200
MEM 24851.503906 1593110261.8228
MEM 24851.503906 1593110261.9231
MEM 24851.503906 1593110262.0240
MEM 24851.503906 1593110262.1243
MEM 24851.503906 1593110262.2251
MEM 24851.503906 1593110262.3275
MEM 24851.503906 1593110262.4278
MEM 24851.503906 1593110262.5284
MEM 24851.503906 1593110262.6324
MEM 24851.503906 1593110262.7376
MEM 24851.503906 1593110262.8414
MEM 24851.503906 1593110262.9426
MEM 24851.503906 1593110263.0476
MEM 24851.503906 1593110263.1488
MEM 24851.503906 1593110263.2500
MEM 24851.503906 1593110263.3514
MEM 24851.503906 1593110263.4545
MEM 24851.500000 1593110263.5555
MEM 24851.503906 1593110263.6575
MEM 24851.503906 1593110263.7591
MEM 24851.503906 1593110263.8621
MEM 24851.503906 1593110263.9625
MEM 24851.503906 1593110264.0646
MEM 24851.503906 1593110264.1649
MEM 24851.503906 1593110264.2658
MEM 24851.503906 1593110264.3677
MEM 24851.503906 1593110264.4713
MEM 24851.503906 1593110264.5715
MEM 24851.503906 1593110264.6758
MEM 24851.503906 1593110264.7766
MEM 24851.503906 1593110264.8801
MEM 24851.503906 1593110264.9802
MEM 24851.503906 1593110265.0806
MEM 24851.503906 1593110265.1844
MEM 24851.503906 1593110265.2863
MEM 24851.503906 1593110265.3873
MEM 24851.503906 1593110265.4881
MEM 24851.503906 1593110265.5884
MEM 24851.503906 1593110265.6896
MEM 24851.503906 1593110265.7926
MEM 24851.503906 1593110265.8939
MEM 24851.503906 1593110265.9951
MEM 24851.503906 1593110266.0963
MEM 24851.503906 1593110266.1985
MEM 24851.503906 1593110266.2988
MEM 24851.503906 1593110266.4040
MEM 24851.503906 1593110266.5066
MEM 24851.503906 1593110266.6114
MEM 24851.503906 1593110266.7140
MEM 24851.503906 1593110266.8159
MEM 24851.503906 1593110266.9176
MEM 24851.503906 1593110267.0189
MEM 24850.941406 1593110267.1201
MEM 24851.503906 1593110267.2213
MEM 24858.429688 1593110267.3226
MEM 24859.191406 1593110267.4278
MEM 24877.980469 1593110267.5287
MEM 24877.281250 1593110267.6319
MEM 24852.070312 1593110267.7364
MEM 24852.070312 1593110267.8400
MEM 24852.070312 1593110267.9413
MEM 24852.070312 1593110268.0437
MEM 24852.070312 1593110268.1489
MEM 24852.070312 1593110268.2541
MEM 24852.070312 1593110268.3564
MEM 24852.070312 1593110268.4589
MEM 24852.070312 1593110268.5601
MEM 24852.070312 1593110268.6613
MEM 24852.070312 1593110268.7627
MEM 24852.070312 1593110268.8638
MEM 24852.070312 1593110268.9651
MEM 24852.070312 1593110269.0677
MEM 24852.070312 1593110269.1729
MEM 24852.070312 1593110269.2733
MEM 24851.687500 1593110269.3760
MEM 24852.070312 1593110269.4766
MEM 24852.070312 1593110269.5814
MEM 24852.070312 1593110269.6839
MEM 24852.070312 1593110269.7864
MEM 24852.070312 1593110269.8876
MEM 24852.070312 1593110269.9886
MEM 24852.070312 1593110270.0897
MEM 24852.070312 1593110270.1913
MEM 24852.070312 1593110270.2926
MEM 24852.070312 1593110270.3929
MEM 24852.070312 1593110270.4942
MEM 24852.070312 1593110270.5964
MEM 24852.070312 1593110270.6978
MEM 24852.070312 1593110270.7989
MEM 24852.070312 1593110270.9041
MEM 24852.070312 1593110271.0092
MEM 24852.070312 1593110271.1139
MEM 24852.070312 1593110271.2141
MEM 24852.070312 1593110271.3165
MEM 24852.070312 1593110271.4177
MEM 24852.070312 1593110271.5190
MEM 24852.070312 1593110271.6215
MEM 24852.070312 1593110271.7268
MEM 24852.070312 1593110271.8314
MEM 24852.070312 1593110271.9352
MEM 24852.070312 1593110272.0365
MEM 24852.070312 1593110272.1376
MEM 24852.070312 1593110272.2389
MEM 24852.070312 1593110272.3402
MEM 24852.070312 1593110272.4454
MEM 24852.070312 1593110272.5483
MEM 24852.070312 1593110272.6501
MEM 24852.070312 1593110272.7554
MEM 24852.070312 1593110272.8603
MEM 24852.070312 1593110272.9651
MEM 24852.070312 1593110273.0694
MEM 24852.070312 1593110273.1716
MEM 24852.070312 1593110273.2728
MEM 24852.070312 1593110273.3752
MEM 24852.070312 1593110273.4766
MEM 24852.070312 1593110273.5779
MEM 24852.070312 1593110273.6803
MEM 24852.070312 1593110273.7821
MEM 24852.070312 1593110273.8873
MEM 24852.070312 1593110273.9913
MEM 24852.070312 1593110274.0929
MEM 24852.070312 1593110274.1966
MEM 24852.070312 1593110274.2978
MEM 24852.070312 1593110274.4030
MEM 24852.070312 1593110274.5032
MEM 24852.070312 1593110274.6061
MEM 24852.070312 1593110274.7079
MEM 24852.070312 1593110274.8131
MEM 24852.070312 1593110274.9157
MEM 24851.808594 1593110275.0177
MEM 24870.933594 1593110275.1191
MEM 24852.496094 1593110275.2203
MEM 24852.496094 1593110275.3215
MEM 24852.496094 1593110275.4217
MEM 24852.496094 1593110275.5239
MEM 24852.496094 1593110275.6252
MEM 24852.496094 1593110275.7304
MEM 24852.496094 1593110275.8356
MEM 24852.496094 1593110275.9374
MEM 24852.496094 1593110276.0398
MEM 24852.496094 1593110276.1422
MEM 24852.496094 1593110276.2446
MEM 24852.496094 1593110276.3495
MEM 24852.496094 1593110276.4547
MEM 24852.496094 1593110276.5597
MEM 24852.496094 1593110276.6643
MEM 24852.496094 1593110276.7690
MEM 24852.496094 1593110276.8695
MEM 24852.496094 1593110276.9714
MEM 24852.496094 1593110277.0766
MEM 24852.492188 1593110277.1819
MEM 24852.492188 1593110277.2871
MEM 24852.496094 1593110277.3915
MEM 24852.496094 1593110277.4926
MEM 24852.496094 1593110277.5929
MEM 24852.496094 1593110277.6940
MEM 24852.496094 1593110277.7992
MEM 24852.496094 1593110277.9044
MEM 24852.496094 1593110278.0096
MEM 24852.496094 1593110278.1141
MEM 24852.496094 1593110278.2169
MEM 24852.496094 1593110278.3221
MEM 24852.496094 1593110278.4273
MEM 24852.496094 1593110278.5325
MEM 24852.492188 1593110278.6337
MEM 24852.496094 1593110278.7389
MEM 24852.496094 1593110278.8426
MEM 24852.496094 1593110278.9478
MEM 24852.496094 1593110279.0505
MEM 24852.496094 1593110279.1529
MEM 24852.496094 1593110279.2540
MEM 24852.496094 1593110279.3592
MEM 24852.496094 1593110279.4639
MEM 24852.496094 1593110279.5690
MEM 24852.496094 1593110279.6743
MEM 24852.496094 1593110279.7795
MEM 24852.496094 1593110279.8831
MEM 24852.496094 1593110279.9841
MEM 24852.496094 1593110280.0893
MEM 24852.496094 1593110280.1942
MEM 24852.496094 1593110280.2944
MEM 24852.496094 1593110280.3996
MEM 24852.496094 1593110280.5008
MEM 24852.496094 1593110280.6060
MEM 24852.496094 1593110280.7112
MEM 24852.496094 1593110280.8145
MEM 24852.496094 1593110280.9147
MEM 24852.496094 1593110281.0161
MEM 24852.496094 1593110281.1178
MEM 24852.496094 1593110281.2230
MEM 24852.496094 1593110281.3282
MEM 24852.496094 1593110281.4330
MEM 24852.496094 1593110281.5346
MEM 24852.496094 1593110281.6397
MEM 24852.496094 1593110281.7449
MEM 24852.496094 1593110281.8465
MEM 24852.496094 1593110281.9478
MEM 24852.496094 1593110282.0483
MEM 24852.496094 1593110282.1503
MEM 24852.496094 1593110282.2542
MEM 24852.496094 1593110282.3559
MEM 24852.496094 1593110282.4588
MEM 24852.496094 1593110282.5619
MEM 24852.496094 1593110282.6657
MEM 24852.496094 1593110282.7661
MEM 24852.496094 1593110282.8687
MEM 24852.496094 1593110282.9717
MEM 24852.496094 1593110283.0729
MEM 24852.496094 1593110283.1741
MEM 24852.496094 1593110283.2754
MEM 24852.496094 1593110283.3767
MEM 24852.496094 1593110283.4780
MEM 24852.496094 1593110283.5791
MEM 24852.496094 1593110283.6803
MEM 24852.496094 1593110283.7816
MEM 24852.496094 1593110283.8828
MEM 24852.496094 1593110283.9841
MEM 24852.496094 1593110284.0853
MEM 24852.496094 1593110284.1865
MEM 24852.496094 1593110284.2879
MEM 24852.496094 1593110284.3886
MEM 24852.496094 1593110284.4903
MEM 24852.496094 1593110284.5935
MEM 24852.496094 1593110284.6937
MEM 24852.496094 1593110284.7941
MEM 24852.496094 1593110284.8984
MEM 24852.496094 1593110285.0019
MEM 24852.496094 1593110285.1024
MEM 24852.496094 1593110285.2043
MEM 24852.496094 1593110285.3094
MEM 24852.496094 1593110285.4111
MEM 24852.496094 1593110285.5113
MEM 24852.496094 1593110285.6120
MEM 24852.496094 1593110285.7165
MEM 24852.496094 1593110285.8178
MEM 24852.496094 1593110285.9190
MEM 24852.496094 1593110286.0193
MEM 24852.496094 1593110286.1242
MEM 24852.496094 1593110286.2266
MEM 24852.496094 1593110286.3280
MEM 24852.496094 1593110286.4329
MEM 24852.496094 1593110286.5362
MEM 24852.496094 1593110286.6391
MEM 24852.496094 1593110286.7404
MEM 24852.496094 1593110286.8417
MEM 24852.496094 1593110286.9469
MEM 24852.496094 1593110287.0521
MEM 24852.496094 1593110287.1566
MEM 24852.496094 1593110287.2578
MEM 24852.496094 1593110287.3592
MEM 24852.496094 1593110287.4627
MEM 24852.496094 1593110287.5679
MEM 24852.496094 1593110287.6689
MEM 24852.496094 1593110287.7699
MEM 24852.496094 1593110287.8751
MEM 24852.496094 1593110287.9762
